new_formula,composition_vector
Sr1Pd2As2,"[38, 1.0, 46, 2.0, 33, 2.0]"
Ba1Pd2As2,"[56, 1.0, 46, 2.0, 33, 2.0]"
Ba2Bi3,"[56, 2.0, 83, 3.0]"
Er1Pd1Bi1,"[68, 1.0, 46, 1.0, 83, 1.0]"
La3Ni4Si4,"[57, 3.0, 28, 4.0, 14, 4.0]"
Ir1Sn4,"[77, 1.0, 50, 4.0]"
Nd1Pt4Ge12,"[60, 1.0, 78, 4.0, 32, 12.0]"
La1Rh1P1,"[57, 1.0, 45, 1.0, 15, 1.0]"
La1Ir1P1,"[57, 1.0, 77, 1.0, 15, 1.0]"
La1Ir1As1,"[57, 1.0, 77, 1.0, 33, 1.0]"
Ca3Ir4Ge4,"[20, 3.0, 77, 4.0, 32, 4.0]"
Ce1Pd1Bi1,"[58, 1.0, 46, 1.0, 83, 1.0]"
La1C2,"[57, 1.0, 6, 2.0]"
Sr1Pd1Ge3,"[38, 1.0, 46, 1.0, 32, 3.0]"
Sr1Pt1Ge3,"[38, 1.0, 78, 1.0, 32, 3.0]"
La1Pd1,"[57, 1.0, 46, 1.0]"
Au1Te2,"[79, 1.0, 52, 2.0]"
Y1Pt2Si2,"[39, 1.0, 78, 2.0, 14, 2.0]"
La1Pt2Si2,"[57, 1.0, 78, 2.0, 14, 2.0]"
Lu1Pt2Si2,"[71, 1.0, 78, 2.0, 14, 2.0]"
Sr1Bi1S2F1,"[38, 1.0, 83, 1.0, 16, 2.0, 9, 1.0]"
Zr1P2,"[40, 1.0, 15, 2.0]"
Hf1P2,"[72, 1.0, 15, 2.0]"
Ta4Pd3Te16,"[73, 4.0, 46, 3.0, 52, 16.0]"
La1Pd1Sb2,"[57, 1.0, 46, 1.0, 51, 2.0]"
Ir1Se2,"[77, 1.0, 34, 2.0]"
Y1Ru2Si2,"[39, 1.0, 44, 2.0, 14, 2.0]"
Y1Os2Si2,"[39, 1.0, 76, 2.0, 14, 2.0]"
Th1Ru2Si2,"[90, 1.0, 44, 2.0, 14, 2.0]"
Th1Rh2Si2,"[90, 1.0, 45, 2.0, 14, 2.0]"
Th1Pd2Si2,"[90, 1.0, 46, 2.0, 14, 2.0]"
Th1Os2Si2,"[90, 1.0, 76, 2.0, 14, 2.0]"
Th1Ir2Si2,"[90, 1.0, 77, 2.0, 14, 2.0]"
Th1Pt2Si2,"[90, 1.0, 78, 2.0, 14, 2.0]"
U1Rh2Si2,"[92, 1.0, 45, 2.0, 14, 2.0]"
U1Ir2Si2,"[92, 1.0, 77, 2.0, 14, 2.0]"
Th1Ru2Ge2,"[90, 1.0, 44, 2.0, 32, 2.0]"
Th1Rh2Ge2,"[90, 1.0, 45, 2.0, 32, 2.0]"
Th1Pd2Ge2,"[90, 1.0, 46, 2.0, 32, 2.0]"
Th1Os2Ge2,"[90, 1.0, 76, 2.0, 32, 2.0]"
Th1Ir2Ge2,"[90, 1.0, 77, 2.0, 32, 2.0]"
Th1Pt2Ge2,"[90, 1.0, 78, 2.0, 32, 2.0]"
U1Rh2Ge2,"[92, 1.0, 45, 2.0, 32, 2.0]"
U1Ir2Ge2,"[92, 1.0, 77, 2.0, 32, 2.0]"
Sr1Au1Si3,"[38, 1.0, 79, 1.0, 14, 3.0]"
Nb1Si1As1,"[41, 1.0, 14, 1.0, 33, 1.0]"
La3Ru8B6,"[57, 3.0, 44, 8.0, 5, 6.0]"
La1Ni1Sb2,"[57, 1.0, 28, 1.0, 51, 2.0]"
La1Cu1Sb2,"[57, 1.0, 29, 1.0, 51, 2.0]"
La1Pd2As2,"[57, 1.0, 46, 2.0, 33, 2.0]"
Ti1N1Br1,"[22, 1.0, 7, 1.0, 35, 1.0]"
Zr2Ru3Si4,"[40, 2.0, 44, 3.0, 14, 4.0]"
Ca2In1N1,"[20, 2.0, 49, 1.0, 7, 1.0]"
Th1B12,"[90, 1.0, 5, 12.0]"
Ca1Si3,"[20, 1.0, 14, 3.0]"
Si3Y1,"[14, 3.0, 39, 1.0]"
Lu1Si3,"[71, 1.0, 14, 3.0]"
Zr1N1Br1,"[40, 1.0, 7, 1.0, 35, 1.0]"
Mg1Si1,"[12, 1.0, 14, 1.0]"
Cs1Bi4Te6,"[55, 1.0, 83, 4.0, 52, 6.0]"
Ca1Ge3,"[20, 1.0, 32, 3.0]"
La3Ru4Sn13,"[57, 3.0, 44, 4.0, 50, 13.0]"
Ta5Ge1B2,"[73, 5.0, 32, 1.0, 5, 2.0]"
K1Ni2S2,"[19, 1.0, 28, 2.0, 16, 2.0]"
Pb1Ta1Se2,"[82, 1.0, 73, 1.0, 34, 2.0]"
Zr1B12,"[40, 1.0, 5, 12.0]"
Sr3Rh8B6,"[38, 3.0, 45, 8.0, 5, 6.0]"
Y3Os8B6,"[39, 3.0, 76, 8.0, 5, 6.0]"
Y1Fe2Ge2,"[39, 1.0, 26, 2.0, 32, 2.0]"
Ge3Nb5,"[32, 3.0, 41, 5.0]"
Sc1Ir1P1,"[21, 1.0, 77, 1.0, 15, 1.0]"
Sr1Pd2Sb2,"[38, 1.0, 46, 2.0, 51, 2.0]"
Pr1V2Al20,"[59, 1.0, 23, 2.0, 13, 20.0]"
Pr1Ti2Al20,"[59, 1.0, 22, 2.0, 13, 20.0]"
Y1Pd2P2,"[39, 1.0, 46, 2.0, 15, 2.0]"
La1Pd2P2,"[57, 1.0, 46, 2.0, 15, 2.0]"
As1Cr1,"[33, 1.0, 24, 1.0]"
Ta1Ir1Si1,"[73, 1.0, 77, 1.0, 14, 1.0]"
Nb1Pt1Si1,"[41, 1.0, 78, 1.0, 14, 1.0]"
Ca1Rb1Fe4As4,"[20, 1.0, 37, 1.0, 26, 4.0, 33, 4.0]"
Y6Nb4Al43,"[39, 6.0, 41, 4.0, 13, 43.0]"
Y6Ta4Al43,"[39, 6.0, 73, 4.0, 13, 43.0]"
Ta1Pt1Si1,"[73, 1.0, 78, 1.0, 14, 1.0]"
Zr1V1Ge1,"[40, 1.0, 23, 1.0, 32, 1.0]"
Ho1Te3,"[67, 1.0, 52, 3.0]"
Ni1Sm1,"[28, 1.0, 62, 1.0]"
Ti1Ir1Si1,"[22, 1.0, 77, 1.0, 14, 1.0]"
Ge4Rh1,"[32, 4.0, 45, 1.0]"
Th1Co1Si1,"[90, 1.0, 27, 1.0, 14, 1.0]"
La1Ru1Si2,"[57, 1.0, 44, 1.0, 14, 2.0]"
Hf1Rh1Si1,"[72, 1.0, 45, 1.0, 14, 1.0]"
Nb5Ge3,"[41, 5.0, 32, 3.0]"
Ge1Sb2Te4,"[32, 1.0, 51, 2.0, 52, 4.0]"
La1Ru2As2,"[57, 1.0, 44, 2.0, 33, 2.0]"
Lu1Pd1Bi1,"[71, 1.0, 46, 1.0, 83, 1.0]"
Sn1As1,"[50, 1.0, 33, 1.0]"
Sr1Ir1Ge3,"[38, 1.0, 77, 1.0, 32, 3.0]"
Be13La1,"[4, 13.0, 57, 1.0]"
Sr1Ni2P2,"[38, 1.0, 28, 2.0, 15, 2.0]"
Nb2Ge1C1,"[41, 2.0, 32, 1.0, 6, 1.0]"
Th1Si1Co1,"[90, 1.0, 14, 1.0, 27, 1.0]"
Th1Ni1Si1,"[90, 1.0, 28, 1.0, 14, 1.0]"
Th1Pt1Si1,"[90, 1.0, 78, 1.0, 14, 1.0]"
Te2W1,"[52, 2.0, 74, 1.0]"
Bi1Te1Cl1,"[83, 1.0, 52, 1.0, 17, 1.0]"
Hf1B2,"[72, 1.0, 5, 2.0]"
Zr1Te2,"[40, 1.0, 52, 2.0]"
Zr1Te1,"[40, 1.0, 52, 1.0]"
Ti2Ge1C1,"[22, 2.0, 32, 1.0, 6, 1.0]"
Ba1Nb1S3,"[56, 1.0, 41, 1.0, 16, 3.0]"
Ba1Fe2S3,"[56, 1.0, 26, 2.0, 16, 3.0]"
Th1Co1C2,"[90, 1.0, 27, 1.0, 6, 2.0]"
Th1C2,"[90, 1.0, 6, 2.0]"
Na1Sn2As2,"[11, 1.0, 50, 2.0, 33, 2.0]"
Ce1Rh1Ge3,"[58, 1.0, 45, 1.0, 32, 3.0]"
Tl1Ni2S2,"[81, 1.0, 28, 2.0, 16, 2.0]"
La1Ti2Al20,"[57, 1.0, 22, 2.0, 13, 20.0]"
La1V2Al20,"[57, 1.0, 23, 2.0, 13, 20.0]"
Ba1Pt1Sb1,"[56, 1.0, 78, 1.0, 51, 1.0]"
Ba1Pt1As1,"[56, 1.0, 78, 1.0, 33, 1.0]"
Ce1Co1Si3,"[58, 1.0, 27, 1.0, 14, 3.0]"
Ce1Ag2Si2,"[58, 1.0, 47, 2.0, 14, 2.0]"
Be13Th1,"[4, 13.0, 90, 1.0]"
Be13Lu1,"[4, 13.0, 71, 1.0]"
Tb1Pd1Bi1,"[65, 1.0, 46, 1.0, 83, 1.0]"
La1Ir3,"[57, 1.0, 77, 3.0]"
H3S1,"[1, 3.0, 16, 1.0]"
Lu1B12,"[71, 1.0, 5, 12.0]"
Lu1Pt2In1,"[71, 1.0, 78, 2.0, 49, 1.0]"
Lu1Pd2In1,"[71, 1.0, 46, 2.0, 49, 1.0]"
Y1Co2Ge2,"[39, 1.0, 27, 2.0, 32, 2.0]"
Y1Pt2Ge2,"[39, 1.0, 78, 2.0, 32, 2.0]"
Ta1Ir1Te4,"[73, 1.0, 77, 1.0, 52, 4.0]"
Hf1As2,"[72, 1.0, 33, 2.0]"
Ta1B1,"[73, 1.0, 5, 1.0]"
Ba1Re1H9,"[56, 1.0, 75, 1.0, 1, 9.0]"
Te2U1,"[52, 2.0, 92, 1.0]"
As2Cd3,"[33, 2.0, 48, 3.0]"
P1W1,"[15, 1.0, 74, 1.0]"
Y1Ni1Si3,"[39, 1.0, 28, 1.0, 14, 3.0]"
Zr1As2,"[40, 1.0, 33, 2.0]"
Bi3La1,"[83, 3.0, 57, 1.0]"
Zr5Ge3,"[40, 5.0, 32, 3.0]"
Bi1Te1I1,"[83, 1.0, 52, 1.0, 53, 1.0]"
Pt1Sb1S1,"[78, 1.0, 51, 1.0, 16, 1.0]"
Bi2Ca1,"[83, 2.0, 20, 1.0]"
Sn3Y1,"[50, 3.0, 39, 1.0]"
Sn1Ta1S2,"[50, 1.0, 73, 1.0, 16, 2.0]"
B4W1,"[5, 4.0, 74, 1.0]"
Nd1Ni1O2,"[60, 1.0, 28, 1.0, 8, 2.0]"
Cd3As2,"[48, 3.0, 33, 2.0]"
Ta1As1,"[73, 1.0, 33, 1.0]"
Mo2C1,"[42, 2.0, 6, 1.0]"
La2Ni2In1,"[57, 2.0, 28, 2.0, 49, 1.0]"
Ba1Fe2P2,"[56, 1.0, 26, 2.0, 15, 2.0]"
P1S1,"[15, 1.0, 16, 1.0]"
Y1P1S1,"[39, 1.0, 15, 1.0, 16, 1.0]"
P1Se1,"[15, 1.0, 34, 1.0]"
Sn1Se2,"[50, 1.0, 34, 2.0]"
Bi2Pd1Pt1,"[83, 2.0, 46, 1.0, 78, 1.0]"
