new_formula,composition_vector
Rb2Na1Al3F12,"[37, 2.0, 11, 1.0, 13, 3.0, 9, 12.0]"
Cs2Na1Al3F12,"[55, 2.0, 11, 1.0, 13, 3.0, 9, 12.0]"
Ba3Al2F12,"[56, 3.0, 13, 2.0, 9, 12.0]"
Al2Pb3F12,"[13, 2.0, 82, 3.0, 9, 12.0]"
Na3Ca1Mg3Al1F14,"[11, 3.0, 20, 1.0, 12, 3.0, 13, 1.0, 9, 14.0]"
Na5Al3F14,"[11, 5.0, 13, 3.0, 9, 14.0]"
Ba2Ca1Mg1Al2F14,"[56, 2.0, 20, 1.0, 12, 1.0, 13, 2.0, 9, 14.0]"
Ba2Na2Sr1Al4F20,"[56, 2.0, 11, 2.0, 38, 1.0, 13, 4.0, 9, 20.0]"
Rb2Na1Al6F21,"[37, 2.0, 11, 1.0, 13, 6.0, 9, 21.0]"
Al1F3,"[13, 1.0, 9, 3.0]"
K1Al1F4,"[19, 1.0, 13, 1.0, 9, 4.0]"
Rb1Al1F4,"[37, 1.0, 13, 1.0, 9, 4.0]"
Cs1Al1F4,"[55, 1.0, 13, 1.0, 9, 4.0]"
Al1Tl1F4,"[13, 1.0, 81, 1.0, 9, 4.0]"
K2Al1F5,"[19, 2.0, 13, 1.0, 9, 5.0]"
Sr1Al1F5,"[38, 1.0, 13, 1.0, 9, 5.0]"
Ba1Al1F5,"[56, 1.0, 13, 1.0, 9, 5.0]"
Eu1Al1F5,"[63, 1.0, 13, 1.0, 9, 5.0]"
K2Na1Al1F6,"[19, 2.0, 11, 1.0, 13, 1.0, 9, 6.0]"
Na1Ca1Al1F6,"[11, 1.0, 20, 1.0, 13, 1.0, 9, 6.0]"
Rb2Na1Al1F6,"[37, 2.0, 11, 1.0, 13, 1.0, 9, 6.0]"
Na1Sr1Al1F6,"[11, 1.0, 38, 1.0, 13, 1.0, 9, 6.0]"
Na1Al1Cd1F6,"[11, 1.0, 13, 1.0, 48, 1.0, 9, 6.0]"
Cs2Na1Al1F6,"[55, 2.0, 11, 1.0, 13, 1.0, 9, 6.0]"
Ba1Na1Al1F6,"[56, 1.0, 11, 1.0, 13, 1.0, 9, 6.0]"
Na3Al1F6,"[11, 3.0, 13, 1.0, 9, 6.0]"
K1Rb2Al1F6,"[19, 1.0, 37, 2.0, 13, 1.0, 9, 6.0]"
K3Al1F6,"[19, 3.0, 13, 1.0, 9, 6.0]"
Rb1Al1Cu1F6,"[37, 1.0, 13, 1.0, 29, 1.0, 9, 6.0]"
Cs1Al1Cu1F6,"[55, 1.0, 13, 1.0, 29, 1.0, 9, 6.0]"
Cs1Al1Zn1F6,"[55, 1.0, 13, 1.0, 30, 1.0, 9, 6.0]"
Na2Mg1Al1F7,"[11, 2.0, 12, 1.0, 13, 1.0, 9, 7.0]"
Ba1Ca1Al1F7,"[56, 1.0, 20, 1.0, 13, 1.0, 9, 7.0]"
Al1Ni1Ag2F7,"[13, 1.0, 28, 1.0, 47, 2.0, 9, 7.0]"
Ca2Al1Pb1F9,"[20, 2.0, 13, 1.0, 82, 1.0, 9, 9.0]"
K1Ca1Al2F9,"[19, 1.0, 20, 1.0, 13, 2.0, 9, 9.0]"
