new_formula,composition_vector
Na1Np1C1O5,"[11, 1.0, 93, 1.0, 6, 1.0, 8, 5.0]"
K1Pu1C1O5,"[19, 1.0, 94, 1.0, 6, 1.0, 8, 5.0]"
La2C1O5,"[57, 2.0, 6, 1.0, 8, 5.0]"
Bi2C1O5,"[83, 2.0, 6, 1.0, 8, 5.0]"
Na3Mg1P1C1O7,"[11, 3.0, 12, 1.0, 15, 1.0, 6, 1.0, 8, 7.0]"
Na3Mn1P1C1O7,"[11, 3.0, 25, 1.0, 15, 1.0, 6, 1.0, 8, 7.0]"
Na3Fe1P1C1O7,"[11, 3.0, 26, 1.0, 15, 1.0, 6, 1.0, 8, 7.0]"
Na3Co1P1C1O7,"[11, 3.0, 27, 1.0, 15, 1.0, 6, 1.0, 8, 7.0]"
Na3Ni1P1C1O7,"[11, 3.0, 28, 1.0, 15, 1.0, 6, 1.0, 8, 7.0]"
Y2Si1C1O7,"[39, 2.0, 14, 1.0, 6, 1.0, 8, 7.0]"
Th1C1,"[90, 1.0, 6, 1.0]"
Pa1C1,"[91, 1.0, 6, 1.0]"
U1C1,"[92, 1.0, 6, 1.0]"
Gd2C1F2,"[64, 2.0, 6, 1.0, 9, 2.0]"
Ho2C1F2,"[67, 2.0, 6, 1.0, 9, 2.0]"
C1F4,"[6, 1.0, 9, 4.0]"
Er10Ru10C19,"[68, 10.0, 44, 10.0, 6, 19.0]"
Ti3Al1C2,"[22, 3.0, 13, 1.0, 6, 2.0]"
Ta3Al1C2,"[73, 3.0, 13, 1.0, 6, 2.0]"
Ti3Si1C2,"[22, 3.0, 14, 1.0, 6, 2.0]"
U3Si2C2,"[92, 3.0, 14, 2.0, 6, 2.0]"
V18P9C2,"[23, 18.0, 15, 9.0, 6, 2.0]"
K1La5C2Cl10,"[19, 1.0, 57, 5.0, 6, 2.0, 17, 10.0]"
Sc7C2Cl10,"[21, 7.0, 6, 2.0, 17, 10.0]"
La2C2Cl1,"[57, 2.0, 6, 2.0, 17, 1.0]"
Ce2C2Cl1,"[58, 2.0, 6, 2.0, 17, 1.0]"
Gd4C2Cl3,"[64, 4.0, 6, 2.0, 17, 3.0]"
La4C2Cl5,"[57, 4.0, 6, 2.0, 17, 5.0]"
Pr4C2Cl5,"[59, 4.0, 6, 2.0, 17, 5.0]"
La5C2Cl9,"[57, 5.0, 6, 2.0, 17, 9.0]"
Gd5C2Cl9,"[64, 5.0, 6, 2.0, 17, 9.0]"
K2Pt1C2,"[19, 2.0, 78, 1.0, 6, 2.0]"
Sc1Cr1C2,"[21, 1.0, 24, 1.0, 6, 2.0]"
Sc1Co1C2,"[21, 1.0, 27, 1.0, 6, 2.0]"
Sc6C2I11,"[21, 6.0, 6, 2.0, 53, 11.0]"
Ti3Ge1C2,"[22, 3.0, 32, 1.0, 6, 2.0]"
Ti3Sn1C2,"[22, 3.0, 50, 1.0, 6, 2.0]"
U1V1C2,"[92, 1.0, 23, 1.0, 6, 2.0]"
U1Cr1C2,"[92, 1.0, 24, 1.0, 6, 2.0]"
Cr3C2,"[24, 3.0, 6, 2.0]"
U1Mn1C2,"[92, 1.0, 25, 1.0, 6, 2.0]"
Gd1Fe1C2,"[64, 1.0, 26, 1.0, 6, 2.0]"
Tb1Fe1C2,"[65, 1.0, 26, 1.0, 6, 2.0]"
Dy1Fe1C2,"[66, 1.0, 26, 1.0, 6, 2.0]"
Ho1Fe1C2,"[67, 1.0, 26, 1.0, 6, 2.0]"
Er1Fe1C2,"[68, 1.0, 26, 1.0, 6, 2.0]"
Lu1Fe1C2,"[71, 1.0, 26, 1.0, 6, 2.0]"
U1Fe1C2,"[92, 1.0, 26, 1.0, 6, 2.0]"
Y1Co1C2,"[39, 1.0, 27, 1.0, 6, 2.0]"
La1Co1C2,"[57, 1.0, 27, 1.0, 6, 2.0]"
Ce1Co1C2,"[58, 1.0, 27, 1.0, 6, 2.0]"
Pr1Co1C2,"[59, 1.0, 27, 1.0, 6, 2.0]"
Nd1Co1C2,"[60, 1.0, 27, 1.0, 6, 2.0]"
Sm1Co1C2,"[62, 1.0, 27, 1.0, 6, 2.0]"
Gd1Co1C2,"[64, 1.0, 27, 1.0, 6, 2.0]"
Tb1Co1C2,"[65, 1.0, 27, 1.0, 6, 2.0]"
Dy1Co1C2,"[66, 1.0, 27, 1.0, 6, 2.0]"
Ho1Co1C2,"[67, 1.0, 27, 1.0, 6, 2.0]"
Er1Co1C2,"[68, 1.0, 27, 1.0, 6, 2.0]"
Tm1Co1C2,"[69, 1.0, 27, 1.0, 6, 2.0]"
Lu1Co1C2,"[71, 1.0, 27, 1.0, 6, 2.0]"
Th1Co1C2,"[90, 1.0, 27, 1.0, 6, 2.0]"
U1Co1C2,"[92, 1.0, 27, 1.0, 6, 2.0]"
Pu1Co1C2,"[94, 1.0, 27, 1.0, 6, 2.0]"
Y1Ni1C2,"[39, 1.0, 28, 1.0, 6, 2.0]"
La1Ni1C2,"[57, 1.0, 28, 1.0, 6, 2.0]"
Pr1Ni1C2,"[59, 1.0, 28, 1.0, 6, 2.0]"
Nd1Ni1C2,"[60, 1.0, 28, 1.0, 6, 2.0]"
Gd1Ni1C2,"[64, 1.0, 28, 1.0, 6, 2.0]"
Tb1Ni1C2,"[65, 1.0, 28, 1.0, 6, 2.0]"
Dy1Ni1C2,"[66, 1.0, 28, 1.0, 6, 2.0]"
Ho1Ni1C2,"[67, 1.0, 28, 1.0, 6, 2.0]"
Er1Ni1C2,"[68, 1.0, 28, 1.0, 6, 2.0]"
Tm1Ni1C2,"[69, 1.0, 28, 1.0, 6, 2.0]"
Lu1Ni1C2,"[71, 1.0, 28, 1.0, 6, 2.0]"
Th2Ni1C2,"[90, 2.0, 28, 1.0, 6, 2.0]"
La3C2Br3,"[57, 3.0, 6, 2.0, 35, 3.0]"
Ce3C2Br3,"[58, 3.0, 6, 2.0, 35, 3.0]"
Tb4C2Br3,"[65, 4.0, 6, 2.0, 35, 3.0]"
La4C2Br5,"[57, 4.0, 6, 2.0, 35, 5.0]"
Pr5C2Br8,"[59, 5.0, 6, 2.0, 35, 8.0]"
La5C2Br9,"[57, 5.0, 6, 2.0, 35, 9.0]"
Tb5C2Br9,"[65, 5.0, 6, 2.0, 35, 9.0]"
Dy5C2Br9,"[66, 5.0, 6, 2.0, 35, 9.0]"
Er5C2Br9,"[68, 5.0, 6, 2.0, 35, 9.0]"
Rb1Pr6C2I12,"[37, 1.0, 59, 6.0, 6, 2.0, 53, 12.0]"
Rb2Pt1C2,"[37, 2.0, 78, 1.0, 6, 2.0]"
Y1Mo1C2,"[39, 1.0, 42, 1.0, 6, 2.0]"
Y1W1C2,"[39, 1.0, 74, 1.0, 6, 2.0]"
Y2Re1C2,"[39, 2.0, 75, 1.0, 6, 2.0]"
Y2Os1C2,"[39, 2.0, 76, 1.0, 6, 2.0]"
Y5C2I9,"[39, 5.0, 6, 2.0, 53, 9.0]"
Y6C2I7,"[39, 6.0, 6, 2.0, 53, 7.0]"
Pr2Mo1C2,"[59, 2.0, 42, 1.0, 6, 2.0]"
Nd2Mo1C2,"[60, 2.0, 42, 1.0, 6, 2.0]"
U1Mo1C2,"[92, 1.0, 42, 1.0, 6, 2.0]"
Pu1Mo1C2,"[94, 1.0, 42, 1.0, 6, 2.0]"
U1Tc1C2,"[92, 1.0, 43, 1.0, 6, 2.0]"
Gd1Ru1C2,"[64, 1.0, 44, 1.0, 6, 2.0]"
U2Ru1C2,"[92, 2.0, 44, 1.0, 6, 2.0]"
U2Rh1C2,"[92, 2.0, 45, 1.0, 6, 2.0]"
La3C2I3,"[57, 3.0, 6, 2.0, 53, 3.0]"
La5C2I9,"[57, 5.0, 6, 2.0, 53, 9.0]"
Dy5C2I9,"[66, 5.0, 6, 2.0, 53, 9.0]"
Cs2Pt1C2,"[55, 2.0, 78, 1.0, 6, 2.0]"
La1C2,"[57, 1.0, 6, 2.0]"
Ce2W1C2,"[58, 2.0, 74, 1.0, 6, 2.0]"
Ce2Re1C2,"[58, 2.0, 75, 1.0, 6, 2.0]"
Pr2W1C2,"[59, 2.0, 74, 1.0, 6, 2.0]"
Pr2Re1C2,"[59, 2.0, 75, 1.0, 6, 2.0]"
Nd2W1C2,"[60, 2.0, 74, 1.0, 6, 2.0]"
Nd2Re1C2,"[60, 2.0, 75, 1.0, 6, 2.0]"
Sm2Re1C2,"[62, 2.0, 75, 1.0, 6, 2.0]"
Gd1W1C2,"[64, 1.0, 74, 1.0, 6, 2.0]"
Gd2Re1C2,"[64, 2.0, 75, 1.0, 6, 2.0]"
Tb1W1C2,"[65, 1.0, 74, 1.0, 6, 2.0]"
Tb2Re1C2,"[65, 2.0, 75, 1.0, 6, 2.0]"
Dy1W1C2,"[66, 1.0, 74, 1.0, 6, 2.0]"
Dy2Re1C2,"[66, 2.0, 75, 1.0, 6, 2.0]"
Dy2Os1C2,"[66, 2.0, 76, 1.0, 6, 2.0]"
Ho1W1C2,"[67, 1.0, 74, 1.0, 6, 2.0]"
Ho2Re1C2,"[67, 2.0, 75, 1.0, 6, 2.0]"
Ho2Os1C2,"[67, 2.0, 76, 1.0, 6, 2.0]"
Er1W1C2,"[68, 1.0, 74, 1.0, 6, 2.0]"
Er2Re1C2,"[68, 2.0, 75, 1.0, 6, 2.0]"
Er2Os1C2,"[68, 2.0, 76, 1.0, 6, 2.0]"
Tm1W1C2,"[69, 1.0, 74, 1.0, 6, 2.0]"
Tm2Re1C2,"[69, 2.0, 75, 1.0, 6, 2.0]"
Lu2Re1C2,"[71, 2.0, 75, 1.0, 6, 2.0]"
Y7C2I12N1,"[39, 7.0, 6, 2.0, 53, 12.0, 7, 1.0]"
Ho7C2I12N1,"[67, 7.0, 6, 2.0, 53, 12.0, 7, 1.0]"
Er7C2I12N1,"[68, 7.0, 6, 2.0, 53, 12.0, 7, 1.0]"
K2Re3C2Se5N2,"[19, 2.0, 75, 3.0, 6, 2.0, 34, 5.0, 7, 2.0]"
Ca1C2N2O2,"[20, 1.0, 6, 2.0, 7, 2.0, 8, 2.0]"
Ba1C2N2O2,"[56, 1.0, 6, 2.0, 7, 2.0, 8, 2.0]"
Na1C2N3,"[11, 1.0, 6, 2.0, 7, 3.0]"
K1C2N3,"[19, 1.0, 6, 2.0, 7, 3.0]"
Rb1C2N3,"[37, 1.0, 6, 2.0, 7, 3.0]"
U1W1C2,"[92, 1.0, 74, 1.0, 6, 2.0]"
Pu1W1C2,"[94, 1.0, 74, 1.0, 6, 2.0]"
La2C2N4O1,"[57, 2.0, 6, 2.0, 7, 4.0, 8, 1.0]"
Eu4C2N4F5,"[63, 4.0, 6, 2.0, 7, 4.0, 9, 5.0]"
U1Re1C2,"[92, 1.0, 75, 1.0, 6, 2.0]"
U2Os1C2,"[92, 2.0, 76, 1.0, 6, 2.0]"
U2Ir1C2,"[92, 2.0, 77, 1.0, 6, 2.0]"
Sr6Co1C2N7,"[38, 6.0, 27, 1.0, 6, 2.0, 7, 7.0]"
U2Pt1C2,"[92, 2.0, 78, 1.0, 6, 2.0]"
Zn1C2N8O4,"[30, 1.0, 6, 2.0, 7, 8.0, 8, 4.0]"
Ba4Na1Cu1C2O10,"[56, 4.0, 11, 1.0, 29, 1.0, 6, 2.0, 8, 10.0]"
Dy7C2I12O1,"[66, 7.0, 6, 2.0, 53, 12.0, 8, 1.0]"
K1Na22C2S9Cl1O42,"[19, 1.0, 11, 22.0, 6, 2.0, 16, 9.0, 17, 1.0, 8, 42.0]"
Na1La1C2O6,"[11, 1.0, 57, 1.0, 6, 2.0, 8, 6.0]"
Na1Ce1C2O6,"[11, 1.0, 58, 1.0, 6, 2.0, 8, 6.0]"
Na1Pr1C2O6,"[11, 1.0, 59, 1.0, 6, 2.0, 8, 6.0]"
Na1Nd1C2O6,"[11, 1.0, 60, 1.0, 6, 2.0, 8, 6.0]"
Na1Sm1C2O6,"[11, 1.0, 62, 1.0, 6, 2.0, 8, 6.0]"
Na2Mg1C2O6,"[11, 2.0, 12, 1.0, 6, 2.0, 8, 6.0]"
Na2Cu1C2O6,"[11, 2.0, 29, 1.0, 6, 2.0, 8, 6.0]"
Na3Mg1C2Cl1O6,"[11, 3.0, 12, 1.0, 6, 2.0, 17, 1.0, 8, 6.0]"
Na3Mg1C2Br1O6,"[11, 3.0, 12, 1.0, 6, 2.0, 35, 1.0, 8, 6.0]"
Na3Co1C2Cl1O6,"[11, 3.0, 27, 1.0, 6, 2.0, 17, 1.0, 8, 6.0]"
K2Mg1C2O6,"[19, 2.0, 12, 1.0, 6, 2.0, 8, 6.0]"
Ca1Mg1C2O6,"[20, 1.0, 12, 1.0, 6, 2.0, 8, 6.0]"
K1Y1C2O6,"[19, 1.0, 39, 1.0, 6, 2.0, 8, 6.0]"
K1Nd1C2O6,"[19, 1.0, 60, 1.0, 6, 2.0, 8, 6.0]"
K1Sm1C2O6,"[19, 1.0, 62, 1.0, 6, 2.0, 8, 6.0]"
K1Eu1C2O6,"[19, 1.0, 63, 1.0, 6, 2.0, 8, 6.0]"
K1Gd1C2O6,"[19, 1.0, 64, 1.0, 6, 2.0, 8, 6.0]"
K1Tb1C2O6,"[19, 1.0, 65, 1.0, 6, 2.0, 8, 6.0]"
K1Dy1C2O6,"[19, 1.0, 66, 1.0, 6, 2.0, 8, 6.0]"
K1Ho1C2O6,"[19, 1.0, 67, 1.0, 6, 2.0, 8, 6.0]"
K1Er1C2O6,"[19, 1.0, 68, 1.0, 6, 2.0, 8, 6.0]"
K1Tm1C2O6,"[19, 1.0, 69, 1.0, 6, 2.0, 8, 6.0]"
K1Lu1C2O6,"[19, 1.0, 71, 1.0, 6, 2.0, 8, 6.0]"
K2Ca1C2O6,"[19, 2.0, 20, 1.0, 6, 2.0, 8, 6.0]"
K2Cu1C2O6,"[19, 2.0, 29, 1.0, 6, 2.0, 8, 6.0]"
Tl2Cu1C2O6,"[81, 2.0, 29, 1.0, 6, 2.0, 8, 6.0]"
Rb1Sm1C2O6,"[37, 1.0, 62, 1.0, 6, 2.0, 8, 6.0]"
Cs1Pr1C2O6,"[55, 1.0, 59, 1.0, 6, 2.0, 8, 6.0]"
Cs1Gd1C2O6,"[55, 1.0, 64, 1.0, 6, 2.0, 8, 6.0]"
Na2Lu1C2O6F1,"[11, 2.0, 71, 1.0, 6, 2.0, 8, 6.0, 9, 1.0]"
Ba1Sm1C2O6F1,"[56, 1.0, 62, 1.0, 6, 2.0, 8, 6.0, 9, 1.0]"
Ba2Y1C2O6F3,"[56, 2.0, 39, 1.0, 6, 2.0, 8, 6.0, 9, 3.0]"
Ba2Gd1C2O6F3,"[56, 2.0, 64, 1.0, 6, 2.0, 8, 6.0, 9, 3.0]"
Cu3C2O8,"[29, 3.0, 6, 2.0, 8, 8.0]"
Th1C2,"[90, 1.0, 6, 2.0]"
U1C2,"[92, 1.0, 6, 2.0]"
Y3Al1C3,"[39, 3.0, 13, 1.0, 6, 3.0]"
Ta4Al1C3,"[73, 4.0, 13, 1.0, 6, 3.0]"
Ti5Al2C3,"[22, 5.0, 13, 2.0, 6, 3.0]"
Th2Al2C3,"[90, 2.0, 13, 2.0, 6, 3.0]"
Sc1Al3C3,"[21, 1.0, 13, 3.0, 6, 3.0]"
Y1Al3C3,"[39, 1.0, 13, 3.0, 6, 3.0]"
Gd1Al3C3,"[64, 1.0, 13, 3.0, 6, 3.0]"
Tb1Al3C3,"[65, 1.0, 13, 3.0, 6, 3.0]"
Dy1Al3C3,"[66, 1.0, 13, 3.0, 6, 3.0]"
Ho1Al3C3,"[67, 1.0, 13, 3.0, 6, 3.0]"
Er1Al3C3,"[68, 1.0, 13, 3.0, 6, 3.0]"
Tm1Al3C3,"[69, 1.0, 13, 3.0, 6, 3.0]"
Lu1Al3C3,"[71, 1.0, 13, 3.0, 6, 3.0]"
U1Al3C3,"[92, 1.0, 13, 3.0, 6, 3.0]"
Al4C3,"[13, 4.0, 6, 3.0]"
Ca3C3Cl2,"[20, 3.0, 6, 3.0, 17, 2.0]"
Sc2Cr1C3,"[21, 2.0, 24, 1.0, 6, 3.0]"
Sc4C3,"[21, 4.0, 6, 3.0]"
Y2Cr2C3,"[39, 2.0, 24, 2.0, 6, 3.0]"
Sm2Cr2C3,"[62, 2.0, 24, 2.0, 6, 3.0]"
Gd2Cr2C3,"[64, 2.0, 24, 2.0, 6, 3.0]"
Tb2Cr2C3,"[65, 2.0, 24, 2.0, 6, 3.0]"
Dy2Cr2C3,"[66, 2.0, 24, 2.0, 6, 3.0]"
Ho2Cr2C3,"[67, 2.0, 24, 2.0, 6, 3.0]"
Er2Cr2C3,"[68, 2.0, 24, 2.0, 6, 3.0]"
Tm2Cr2C3,"[69, 2.0, 24, 2.0, 6, 3.0]"
Lu2Cr2C3,"[71, 2.0, 24, 2.0, 6, 3.0]"
Cr7C3,"[24, 7.0, 6, 3.0]"
Gd2Mn17C3,"[64, 2.0, 25, 17.0, 6, 3.0]"
Tm2Fe17C3,"[69, 2.0, 26, 17.0, 6, 3.0]"
U2Ni1C3,"[92, 2.0, 28, 1.0, 6, 3.0]"
La2Ni5C3,"[57, 2.0, 28, 5.0, 6, 3.0]"
Ce2Ni5C3,"[58, 2.0, 28, 5.0, 6, 3.0]"
Pr7C3Br10,"[59, 7.0, 6, 3.0, 35, 10.0]"
Ce2Mo2C3,"[58, 2.0, 42, 2.0, 6, 3.0]"
Pr2Mo2C3,"[59, 2.0, 42, 2.0, 6, 3.0]"
Sm2Mo2C3,"[62, 2.0, 42, 2.0, 6, 3.0]"
Gd2Mo2C3,"[64, 2.0, 42, 2.0, 6, 3.0]"
Tb2Mo2C3,"[65, 2.0, 42, 2.0, 6, 3.0]"
Dy2Mo2C3,"[66, 2.0, 42, 2.0, 6, 3.0]"
Ho2Mo2C3,"[67, 2.0, 42, 2.0, 6, 3.0]"
Er2Mo2C3,"[68, 2.0, 42, 2.0, 6, 3.0]"
Tm2Mo2C3,"[69, 2.0, 42, 2.0, 6, 3.0]"
Lu2Mo2C3,"[71, 2.0, 42, 2.0, 6, 3.0]"
La7C3I10,"[57, 7.0, 6, 3.0, 53, 10.0]"
Ce7C3I10,"[58, 7.0, 6, 3.0, 53, 10.0]"
Pr7C3I10,"[59, 7.0, 6, 3.0, 53, 10.0]"
La2C3,"[57, 2.0, 6, 3.0]"
Ce2C3,"[58, 2.0, 6, 3.0]"
Pr2C3,"[59, 2.0, 6, 3.0]"
Nd2C3,"[60, 2.0, 6, 3.0]"
Sm2C3,"[62, 2.0, 6, 3.0]"
Gd2C3,"[64, 2.0, 6, 3.0]"
Al1C3N3Cl6,"[13, 1.0, 6, 3.0, 7, 3.0, 17, 6.0]"
Sr3Co1C3N3,"[38, 3.0, 27, 1.0, 6, 3.0, 7, 3.0]"
Ba3Rh1C3N3,"[56, 3.0, 45, 1.0, 6, 3.0, 7, 3.0]"
Ba3Ir1C3N3,"[56, 3.0, 77, 1.0, 6, 3.0, 7, 3.0]"
U2Re2C3,"[92, 2.0, 75, 2.0, 6, 3.0]"
Ce2C3N6,"[58, 2.0, 6, 3.0, 7, 6.0]"
Sm2C3N6,"[62, 2.0, 6, 3.0, 7, 6.0]"
Tm2C3N6,"[69, 2.0, 6, 3.0, 7, 6.0]"
K3Na1U1C3O11,"[19, 3.0, 11, 1.0, 92, 1.0, 6, 3.0, 8, 11.0]"
Na4U1C3O11,"[11, 4.0, 92, 1.0, 6, 3.0, 8, 11.0]"
K4U1C3O11,"[19, 4.0, 92, 1.0, 6, 3.0, 8, 11.0]"
Rb4U1C3O11,"[37, 4.0, 92, 1.0, 6, 3.0, 8, 11.0]"
Cs4U1C3O11,"[55, 4.0, 92, 1.0, 6, 3.0, 8, 11.0]"
U1Tl4C3O11,"[92, 1.0, 81, 4.0, 6, 3.0, 8, 11.0]"
Cs1Os1C3Cl3O3,"[55, 1.0, 76, 1.0, 6, 3.0, 17, 3.0, 8, 3.0]"
Os1C3I2O3,"[76, 1.0, 6, 3.0, 53, 2.0, 8, 3.0]"
Na2Ca2C3O9,"[11, 2.0, 20, 2.0, 6, 3.0, 8, 9.0]"
Na3Y1C3O9,"[11, 3.0, 39, 1.0, 6, 3.0, 8, 9.0]"
Na3Eu1C3O9,"[11, 3.0, 63, 1.0, 6, 3.0, 8, 9.0]"
Na3Gd1C3O9,"[11, 3.0, 64, 1.0, 6, 3.0, 8, 9.0]"
Cs2Ba2C3O9,"[55, 2.0, 56, 2.0, 6, 3.0, 8, 9.0]"
Na4Lu1C3O9F1,"[11, 4.0, 71, 1.0, 6, 3.0, 8, 9.0, 9, 1.0]"
Ba2La1C3O9F1,"[56, 2.0, 57, 1.0, 6, 3.0, 8, 9.0, 9, 1.0]"
Ba2Ce1C3O9F1,"[56, 2.0, 58, 1.0, 6, 3.0, 8, 9.0, 9, 1.0]"
K2Pb3C3O9F2,"[19, 2.0, 82, 3.0, 6, 3.0, 8, 9.0, 9, 2.0]"
Th2C3,"[90, 2.0, 6, 3.0]"
U2C3,"[92, 2.0, 6, 3.0]"
Zr2Al3C4,"[40, 2.0, 13, 3.0, 6, 4.0]"
Hf2Al3C4,"[72, 2.0, 13, 3.0, 6, 4.0]"
U2Al3C4,"[92, 2.0, 13, 3.0, 6, 4.0]"
Th1Al4C4,"[90, 1.0, 13, 4.0, 6, 4.0]"
Cs3Tb10C4Cl21,"[55, 3.0, 65, 10.0, 6, 4.0, 17, 21.0]"
Sc3C4,"[21, 3.0, 6, 4.0]"
Sc3Fe1C4,"[21, 3.0, 26, 1.0, 6, 4.0]"
Sc3Co1C4,"[21, 3.0, 27, 1.0, 6, 4.0]"
Sc3Ni1C4,"[21, 3.0, 28, 1.0, 6, 4.0]"
U1Cr4C4,"[92, 1.0, 24, 4.0, 6, 4.0]"
Y2Fe1C4,"[39, 2.0, 26, 1.0, 6, 4.0]"
Tb2Fe1C4,"[65, 2.0, 26, 1.0, 6, 4.0]"
Dy2Fe1C4,"[66, 2.0, 26, 1.0, 6, 4.0]"
Ho2Fe1C4,"[67, 2.0, 26, 1.0, 6, 4.0]"
Er2Fe1C4,"[68, 2.0, 26, 1.0, 6, 4.0]"
Tm2Fe1C4,"[69, 2.0, 26, 1.0, 6, 4.0]"
Lu2Fe1C4,"[71, 2.0, 26, 1.0, 6, 4.0]"
Y4Ni13C4,"[39, 4.0, 28, 13.0, 6, 4.0]"
Gd4Ni13C4,"[64, 4.0, 28, 13.0, 6, 4.0]"
Tb4Ni13C4,"[65, 4.0, 28, 13.0, 6, 4.0]"
Dy4Ni13C4,"[66, 4.0, 28, 13.0, 6, 4.0]"
Ho4Ni13C4,"[67, 4.0, 28, 13.0, 6, 4.0]"
Er4Ni13C4,"[68, 4.0, 28, 13.0, 6, 4.0]"
Tm4Ni13C4,"[69, 4.0, 28, 13.0, 6, 4.0]"
Lu4Ni13C4,"[71, 4.0, 28, 13.0, 6, 4.0]"
Pr10C4Br15,"[59, 10.0, 6, 4.0, 35, 15.0]"
Rb2Tb10C4Br19,"[37, 2.0, 65, 10.0, 6, 4.0, 35, 19.0]"
Ce4C4Br3,"[58, 4.0, 6, 4.0, 35, 3.0]"
Cs1Y10C4I18,"[55, 1.0, 39, 10.0, 6, 4.0, 53, 18.0]"
Y3C4,"[39, 3.0, 6, 4.0]"
La10C4I15,"[57, 10.0, 6, 4.0, 53, 15.0]"
Cs1Er10C4I18,"[55, 1.0, 68, 10.0, 6, 4.0, 53, 18.0]"
Dy3C4,"[66, 3.0, 6, 4.0]"
Ho3C4,"[67, 3.0, 6, 4.0]"
Er3C4,"[68, 3.0, 6, 4.0]"
Tm3C4,"[69, 3.0, 6, 4.0]"
Lu3C4,"[71, 3.0, 6, 4.0]"
Cs4Re6C4S9N4,"[55, 4.0, 75, 6.0, 6, 4.0, 16, 9.0, 7, 4.0]"
K1La1Si1C4N8,"[19, 1.0, 57, 1.0, 14, 1.0, 6, 4.0, 7, 8.0]"
Rb1La1Si1C4N8,"[37, 1.0, 57, 1.0, 14, 1.0, 6, 4.0, 7, 8.0]"
Na5Y1C4O12,"[11, 5.0, 39, 1.0, 6, 4.0, 8, 12.0]"
Ba1Na1Ce2C4O12F1,"[56, 1.0, 11, 1.0, 58, 2.0, 6, 4.0, 8, 12.0, 9, 1.0]"
Na4Zr2Ti1C4O16,"[11, 4.0, 40, 2.0, 22, 1.0, 6, 4.0, 8, 16.0]"
Na6Mg2C4S1O16,"[11, 6.0, 12, 2.0, 6, 4.0, 16, 1.0, 8, 16.0]"
Na6Fe2C4S1O16,"[11, 6.0, 26, 2.0, 6, 4.0, 16, 1.0, 8, 16.0]"
Zr3Al3C5,"[40, 3.0, 13, 3.0, 6, 5.0]"
Hf3Al3C5,"[72, 3.0, 13, 3.0, 6, 5.0]"
Ca4Ni3C5,"[20, 4.0, 28, 3.0, 6, 5.0]"
Ti8C5,"[22, 8.0, 6, 5.0]"
V6C5,"[23, 6.0, 6, 5.0]"
Er4Ni2C5,"[68, 4.0, 28, 2.0, 6, 5.0]"
Tm4Ni2C5,"[69, 4.0, 28, 2.0, 6, 5.0]"
Lu4Ni2C5,"[71, 4.0, 28, 2.0, 6, 5.0]"
Y4C5,"[39, 4.0, 6, 5.0]"
Nb6C5,"[41, 6.0, 6, 5.0]"
Tb4C5,"[65, 4.0, 6, 5.0]"
Dy4C5,"[66, 4.0, 6, 5.0]"
Ho4C5,"[67, 4.0, 6, 5.0]"
Ba3Na3C5O15,"[56, 3.0, 11, 3.0, 6, 5.0, 8, 15.0]"
Ba3La2C5O15F2,"[56, 3.0, 57, 2.0, 6, 5.0, 8, 15.0, 9, 2.0]"
Zr4Al3C6,"[40, 4.0, 13, 3.0, 6, 6.0]"
Gd5C6Cl3,"[64, 5.0, 6, 6.0, 17, 3.0]"
Cr21Mo2C6,"[24, 21.0, 42, 2.0, 6, 6.0]"
Cr21W2C6,"[24, 21.0, 74, 2.0, 6, 6.0]"
Cr23C6,"[24, 23.0, 6, 6.0]"
Mn23C6,"[25, 23.0, 6, 6.0]"
Gd3Mn2C6,"[64, 3.0, 25, 2.0, 6, 6.0]"
Tb3Mn2C6,"[65, 3.0, 25, 2.0, 6, 6.0]"
Lu11Ni60C6,"[71, 11.0, 28, 60.0, 6, 6.0]"
Ce5C6Br3,"[58, 5.0, 6, 6.0, 35, 3.0]"
Pr5C6Br3,"[59, 5.0, 6, 6.0, 35, 3.0]"
Sr1C6,"[38, 1.0, 6, 6.0]"
La12C6I17,"[57, 12.0, 6, 6.0, 53, 17.0]"
Ce12C6I17,"[58, 12.0, 6, 6.0, 53, 17.0]"
Pr12C6I17,"[59, 12.0, 6, 6.0, 53, 17.0]"
Nd12C6I17,"[60, 12.0, 6, 6.0, 53, 17.0]"
Ba1C6,"[56, 1.0, 6, 6.0]"
Eu1C6,"[63, 1.0, 6, 6.0]"
Cs2Na1Co1C6N6,"[55, 2.0, 11, 1.0, 27, 1.0, 6, 6.0, 7, 6.0]"
Cs2Mg1Fe1C6N6,"[55, 2.0, 12, 1.0, 26, 1.0, 6, 6.0, 7, 6.0]"
Cs2K1Co1C6N6,"[55, 2.0, 19, 1.0, 27, 1.0, 6, 6.0, 7, 6.0]"
Cs2Mn1Fe1C6N6,"[55, 2.0, 25, 1.0, 26, 1.0, 6, 6.0, 7, 6.0]"
Cs2Cd1Fe1C6N6,"[55, 2.0, 48, 1.0, 26, 1.0, 6, 6.0, 7, 6.0]"
Rb1La2C6N6Cl1O6,"[37, 1.0, 57, 2.0, 6, 6.0, 7, 6.0, 17, 1.0, 8, 6.0]"
C6N7Cl3,"[6, 6.0, 7, 7.0, 17, 3.0]"
La1C6N9,"[57, 1.0, 6, 6.0, 7, 9.0]"
Pr1C6N9,"[59, 1.0, 6, 6.0, 7, 9.0]"
Nd1C6N9,"[60, 1.0, 6, 6.0, 7, 9.0]"
